Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Alfredo Borges,M,El Salvador,ESA,1968,Mexico City,Athletics,Athletics Men's 800 metres,No medal
Alfredo Borges,M,El Salvador,ESA,1968,Mexico City,Athletics,"Athletics Men's 1,500 metres",No medal
Ernesto Durn,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,No medal
Ernesto Durn,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,No medal
Ernesto Durn,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal
Manuel Palomo,M,El Salvador,ESA,1968,Mexico City,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,No medal
Juan Fernndez,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Carmen Ferracuti,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,No medal
Carmen Ferracuti,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
Carmen Ferracuti,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 100 metres Backstroke,No medal
Carmen Ferracuti,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 200 metres Backstroke,No medal
Carmen Ferracuti,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 200 metres Individual Medley,No medal
Carmen Ferracuti,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal
Donatella Ferracuti,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,No medal
Donatella Ferracuti,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
Donatella Ferracuti,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 200 metres Individual Medley,No medal
Donatella Ferracuti,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal
Salvador Cabezas,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Mario Ramos,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Valerio Fontanals,M,El Salvador,ESA,1968,Mexico City,Weightlifting,Weightlifting Men's Lightweight,No medal
Francisco Funes,M,El Salvador,ESA,1968,Mexico City,Cycling,"Cycling Men's Road Race, Individual",No medal
Francisco Funes,M,El Salvador,ESA,1968,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
Roberto Garca,M,El Salvador,ESA,1968,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
Mauricio Barillas,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Rubn Guerrero,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 400 metres Freestyle,No medal
Rubn Guerrero,M,El Salvador,ESA,1968,Mexico City,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
Rubn Guerrero,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal
Rubn Guerrero,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 100 metres Butterfly,No medal
Rubn Guerrero,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 200 metres Individual Medley,No medal
Carlos Zablah,M,El Salvador,ESA,1968,Mexico City,Athletics,Athletics Men's Hammer Throw,No medal
Rosa Hasbn,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,No medal
Rosa Hasbn,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
Rosa Hasbn,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 100 metres Backstroke,No medal
Rosa Hasbn,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 200 metres Backstroke,No medal
Rosa Hasbn,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal
Celia Argello,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 100 metres Breaststroke,No medal
Friedrich Argello,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 400 metres Freestyle,No medal
Friedrich Argello,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 100 metres Backstroke,No medal
Friedrich Argello,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 100 metres Butterfly,No medal
Friedrich Argello,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 200 metres Individual Medley,No medal
Mauricio Zacaras,M,El Salvador,ESA,1968,Mexico City,Athletics,Athletics Men's Shot Put,No medal
Mauricio Zacaras,M,El Salvador,ESA,1968,Mexico City,Athletics,Athletics Men's Discus Throw,No medal
Alexandro Martnez,M,El Salvador,ESA,1968,Mexico City,Weightlifting,Weightlifting Men's Bantamweight,No medal
Edgardo Morales,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Juan Martnez,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Ricardo Martnez,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Rosario Blandin,F,El Salvador,ESA,1968,Mexico City,Athletics,Athletics Women's Shot Put,No medal
Sergio Cortez,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Ricardo Menndez,M,El Salvador,ESA,1968,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
David Miranda,M,El Salvador,ESA,1968,Mexico City,Cycling,"Cycling Men's Road Race, Individual",No medal
Juan Castro,M,El Salvador,ESA,1968,Mexico City,Cycling,"Cycling Men's Road Race, Individual",No medal
Juan Castro,M,El Salvador,ESA,1968,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
Mara Coralta,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
Mara Coralta,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 100 metres Breaststroke,No medal
Mara Coralta,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 200 metres Breaststroke,No medal
Mara Coralta,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 200 metres Individual Medley,No medal
Mara Coralta,F,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal
Abel Muoz,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Abel Muoz,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Jos Escobar,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Eduardo Ramos,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Roberto Rivas,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Mauricio Lindo,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Jos Guzman,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Carlos Ruz,M,El Salvador,ESA,1968,Mexico City,Sailing,Sailing Mixed One Person Dinghy,No medal
Rafael Cisneros,M,El Salvador,ESA,1968,Mexico City,Athletics,Athletics Men's 100 metres,No medal
Cecilia Vargas,F,El Salvador,ESA,1968,Mexico City,Athletics,Athletics Women's 100 metres,No medal
Cecilia Vargas,F,El Salvador,ESA,1968,Mexico City,Athletics,Athletics Women's 80 metres Hurdles,No medal
Cecilia Vargas,F,El Salvador,ESA,1968,Mexico City,Athletics,Athletics Women's Long Jump,No medal
Ricardo Mirn,M,El Salvador,ESA,1968,Mexico City,Shooting,Shooting Mixed Skeet,No medal
Roberto Soundy,M,El Salvador,ESA,1968,Mexico City,Shooting,Shooting Mixed Trap,No medal
Juan Valencia,M,El Salvador,ESA,1968,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",No medal
Jorge Vsquez,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Salvador Vilanova,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,No medal
Salvador Vilanova,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,No medal
Salvador Vilanova,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal
Salvador Vilanova,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 100 metres Butterfly,No medal
Salvador Vilanova,M,El Salvador,ESA,1968,Mexico City,Swimming,Swimming Men's 200 metres Individual Medley,No medal
Toms Mayorga,M,El Salvador,ESA,1968,Mexico City,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",No medal
Toms Mayorga,M,El Salvador,ESA,1968,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Alberto Vila,M,El Salvador,ESA,1968,Mexico City,Football,Football Men's Football,No medal
Andrs Velsco,M,El Salvador,ESA,1972,Munich,Shooting,Shooting Mixed Skeet,No medal
Alejandro Cabrera,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Jos Ferracuti,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 100 metres Freestyle,No medal
Jos Ferracuti,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal
Piero Ferracuti,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Piero Ferracuti,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Sergio Hasbn,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 100 metres Backstroke,No medal
Sergio Hasbn,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 200 metres Backstroke,No medal
Reynaldo Patio,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal
Toms Rengifo,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 200 metres Freestyle,No medal
Toms Rengifo,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal
Jos Rosales,M,El Salvador,ESA,1972,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",No medal
Jos Vldez,M,El Salvador,ESA,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Juan Valencia,M,El Salvador,ESA,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",No medal
Juan Valencia,M,El Salvador,ESA,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Salvador Vilanova,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 100 metres Freestyle,No medal
Salvador Vilanova,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal
Salvador Vilanova,M,El Salvador,ESA,1972,Munich,Swimming,Swimming Men's 100 metres Butterfly,No medal
Luis Campos,M,El Salvador,ESA,1984,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk,No medal
Kriscia Blanco,F,El Salvador,ESA,1984,Los Angeles,Athletics,"Athletics Women's 1,500 metres",No medal
Kriscia Blanco,F,El Salvador,ESA,1984,Los Angeles,Athletics,"Athletics Women's 3,000 metres",No medal
Julio Suvillaga,M,El Salvador,ESA,1984,Los Angeles,Shooting,Shooting Mixed Trap,No medal
Ren Escobar,M,El Salvador,ESA,1984,Los Angeles,Athletics,Athletics Men's 400 metres,No medal
Gustavo Aguilar,M,El Salvador,ESA,1984,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",No medal
Gustavo Aguilar,M,El Salvador,ESA,1984,Los Angeles,Wrestling,"Wrestling Men's Lightweight, Freestyle",No medal
Juan Trejo,M,El Salvador,ESA,1984,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,No medal
Juan Trejo,M,El Salvador,ESA,1984,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,No medal
Aldo Bove,M,El Salvador,ESA,1984,Los Angeles,Athletics,Athletics Men's 100 metres,No medal
Aldo Bove,M,El Salvador,ESA,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal
Salvador Goodall,M,El Salvador,ESA,1984,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,No medal
Salvador Goodall,M,El Salvador,ESA,1984,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,No medal
Fredy Torres,M,El Salvador,ESA,1984,Los Angeles,Judo,Judo Men's Half-Lightweight,No medal
Juan Barneond,M,El Salvador,ESA,1984,Los Angeles,Judo,Judo Men's Lightweight,No medal
Francisco Avelar,M,El Salvador,ESA,1988,Seoul,Boxing,Boxing Men's Featherweight,No medal
Kriscia Blanco,F,El Salvador,ESA,1988,Seoul,Athletics,Athletics Women's Marathon,No medal
Gustavo Aguilar,M,El Salvador,ESA,1988,Seoul,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal
Gustavo Aguilar,M,El Salvador,ESA,1988,Seoul,Wrestling,"Wrestling Men's Lightweight, Freestyle",No medal
Henry Martnez,M,El Salvador,ESA,1988,Seoul,Boxing,Boxing Men's Light-Flyweight,No medal
Santiago Mellado,M,El Salvador,ESA,1988,Seoul,Athletics,Athletics Men's Decathlon,No medal
Fredy Torres,M,El Salvador,ESA,1988,Seoul,Judo,Judo Men's Lightweight,No medal
Angelo Iannuzzelli,M,El Salvador,ESA,1992,Barcelona,Athletics,Athletics Men's Long Jump,No medal
Mara Marenco,F,El Salvador,ESA,1992,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,No medal
Mara Marenco,F,El Salvador,ESA,1992,Barcelona,Swimming,Swimming Women's 400 metres Freestyle,No medal
Mara Marenco,F,El Salvador,ESA,1992,Barcelona,Swimming,Swimming Women's 800 metres Freestyle,No medal
Herbert Rodrguez,M,El Salvador,ESA,1992,Barcelona,Athletics,Athletics Men's Discus Throw,No medal
Juan Barneond,M,El Salvador,ESA,1992,Barcelona,Judo,Judo Men's Lightweight,No medal
Rubn Bentez,M,El Salvador,ESA,1996,Atlanta,Athletics,Athletics Men's 100 metres,No medal
Francisco Cceres,M,El Salvador,ESA,1996,Atlanta,Weightlifting,Weightlifting Men's Featherweight,No medal
Arely Ramos,F,El Salvador,ESA,1996,Atlanta,Athletics,Athletics Women's 400 metres,No medal
Maureen Vergara,F,El Salvador,ESA,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal
Maureen Vergara,F,El Salvador,ESA,1996,Atlanta,Cycling,Cycling Women's Points Race,No medal
Rubn Calderon,M,El Salvador,ESA,1996,Atlanta,Swimming,Swimming Men's 100 metres Butterfly,No medal
Carlos Ramrez,M,El Salvador,ESA,1996,Atlanta,Judo,Judo Men's Half-Lightweight,No medal
Francisco Him,M,El Salvador,ESA,1996,Atlanta,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Francisco Him,M,El Salvador,ESA,1996,Atlanta,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Juan Barneond,M,El Salvador,ESA,1996,Atlanta,Judo,Judo Men's Lightweight,No medal
Eva Fontanals,F,El Salvador,ESA,2000,Sydney,Weightlifting,Weightlifting Women's Light-Heavyweight,No medal
Maureen Vergara,F,El Salvador,ESA,2000,Sydney,Cycling,Cycling Women's Points Race,No medal
Luisa Leiva,F,El Salvador,ESA,2000,Sydney,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
Luisa Leiva,F,El Salvador,ESA,2000,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal
Ivis Martnez,F,El Salvador,ESA,2000,Sydney,Athletics,Athletics Women's 20 kilometres Walk,No medal
Cristbal Orellana,M,El Salvador,ESA,2000,Sydney,Archery,Archery Men's Individual,No medal
Miguel Mendoza,M,El Salvador,ESA,2000,Sydney,Judo,Judo Men's Half-Lightweight,No medal
Edgardo Rodas,M,El Salvador,ESA,2000,Sydney,Athletics,Athletics Men's 100 metres,No medal
Francisco Him,M,El Salvador,ESA,2000,Sydney,Swimming,Swimming Men's 100 metres Breaststroke,No medal
Francisco Him,M,El Salvador,ESA,2000,Sydney,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Eva Fontanals,F,El Salvador,ESA,2004,Athina,Weightlifting,Weightlifting Women's Heavyweight,No medal
Takeshi Salazar,M,El Salvador,ESA,2004,Athina,Athletics,Athletics Men's 400 metres,No medal
Evelyn Marroqun,F,El Salvador,ESA,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",No medal
Evelyn Marroqun,F,El Salvador,ESA,2004,Athina,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",No medal
Golda Nadadora,F,El Salvador,ESA,2004,Athina,Swimming,Swimming Women's 400 metres Freestyle,No medal
Golda Nadadora,F,El Salvador,ESA,2004,Athina,Swimming,Swimming Women's 800 metres Freestyle,No medal
Jos Orellana,M,El Salvador,ESA,2004,Athina,Archery,Archery Men's Individual,No medal
Patricia Miranda,F,El Salvador,ESA,2004,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal
Mary Guerrini,F,El Salvador,ESA,2004,Athina,Athletics,"Athletics Women's 5,000 metres",No medal
Rafael Gonzlez,M,El Salvador,ESA,2008,Beijing,Tennis,Tennis Men's Singles,No medal
Franklin Duarte,M,El Salvador,ESA,2008,Beijing,Judo,Judo Men's Half-Middleweight,No medal
Vernica Garca,F,El Salvador,ESA,2008,Beijing,Athletics,Athletics Women's 20 kilometres Walk,No medal
Mario Contreras,M,El Salvador,ESA,2008,Beijing,Cycling,"Cycling Men's Road Race, Individual",No medal
Eva Fontanals,F,El Salvador,ESA,2008,Beijing,Weightlifting,Weightlifting Women's Super-Heavyweight,No medal
Evelyn Marroqun,F,El Salvador,ESA,2008,Beijing,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",No medal
Evelyn Marroqun,F,El Salvador,ESA,2008,Beijing,Cycling,Cycling Women's Points Race,No medal
Luisa Leiva,F,El Salvador,ESA,2008,Beijing,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
Luisa Leiva,F,El Salvador,ESA,2008,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres",No medal
Golda Nadadora,F,El Salvador,ESA,2008,Beijing,Swimming,Swimming Women's 400 metres Freestyle,No medal
Golda Nadadora,F,El Salvador,ESA,2008,Beijing,Swimming,Swimming Women's 800 metres Freestyle,No medal
Ingrid Cuellar,F,El Salvador,ESA,2008,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",No medal
Salvador Vsquez,M,El Salvador,ESA,2008,Beijing,Athletics,Athletics Men's 50 kilometres Walk,No medal
Ana Palomo,F,El Salvador,ESA,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Rafael Ferracuti,M,El Salvador,ESA,2012,London,Swimming,Swimming Men's 400 metres Individual Medley,No medal
Alexia Quijada,F,El Salvador,ESA,2012,London,Swimming,Swimming Women's 800 metres Freestyle,No medal
Carlos Alarcn,M,El Salvador,ESA,2012,London,Judo,Judo Men's Half-Lightweight,No medal
Evelyn Marroqun,F,El Salvador,ESA,2012,London,Cycling,"Cycling Women's Road Race, Individual",No medal
Emerson Hernndez,M,El Salvador,ESA,2012,London,Athletics,Athletics Men's 50 kilometres Walk,No medal
Gladys Hernndez,F,El Salvador,ESA,2012,London,Athletics,"Athletics Women's 1,500 metres",No medal
Roberto Lpez,M,El Salvador,ESA,2012,London,Rowing,Rowing Men's Single Sculls,No medal
Melissa Carballo-),F,El Salvador,ESA,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal
Melissa Carballo-),F,El Salvador,ESA,2012,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal
Julio Pieda,M,El Salvador,ESA,2012,London,Weightlifting,Weightlifting Men's Featherweight,No medal
Ana Palomo,F,El Salvador,ESA,2012,London,Rowing,Rowing Women's Single Sculls,No medal
Marcelo Jimnez,M,El Salvador,ESA,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,No medal
Marcelo Jimnez,M,El Salvador,ESA,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,No medal
Marcelo Jimnez,M,El Salvador,ESA,2016,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",No medal
Enrique Pacas,M,El Salvador,ESA,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,No medal
Lilian Castro,F,El Salvador,ESA,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",No medal
Lus Menjivar,M,El Salvador,ESA,2016,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,No medal
Yesenia Miranda,F,El Salvador,ESA,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,No medal
Rebeca Ortz,F,El Salvador,ESA,2016,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,No medal
Julio Pieda,M,El Salvador,ESA,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,No medal
Juan Melgar,M,El Salvador,ESA,2016,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,No medal
Marcelo Acosta,M,El Salvador,ESA,2020,Tokyo,Swimming,Men's 800m Freestyle,No medal
Marcelo Acosta,M,El Salvador,ESA,2020,Tokyo,Swimming,Men's 1500m Freestyle,No medal
Jose Arathoon,M,El Salvador,ESA,2020,Tokyo,Sailing,Men's One Person Dinghy - Laser,No medal
Celina Marquez,F,El Salvador,ESA,2020,Tokyo,Swimming,Women's 100m Backstroke,No medal
Celina Marquez,F,El Salvador,ESA,2020,Tokyo,Swimming,Women's 200m Backstroke,No medal
Andres Salazar,M,El Salvador,ESA,2020,Tokyo,Athletics,Men's 200m,No medal
Yamileth Solorzano,F,El Salvador,ESA,2020,Tokyo,Boxing,Women's Feather (54-57kg),No medal
Israel Gutierrez,M,El Salvador,ESA,2024,Paris,Shooting,10m Air Rifle Men,No medal
Israel Gutierrez,M,El Salvador,ESA,2024,Paris,Shooting,50m Rifle 3 Positions Men,No medal
Francisco Canjura,M,El Salvador,ESA,2024,Paris,Badminton,Men's Singles,No medal
Nixon Hernandez,M,El Salvador,ESA,2024,Paris,Swimming,Men's 100m Freestyle,No medal
Celina Marquez,F,El Salvador,ESA,2024,Paris,Swimming,Women's 100m Backstroke,No medal
Bryan Perez,M,El Salvador,ESA,2024,Paris,Surfing,Men,No medal
Jose Arathoon,M,El Salvador,ESA,2024,Paris,Sailing,Men's Dinghy,No medal
Oscar Ticas,M,El Salvador,ESA,2024,Paris,Archery,Men's Individual,No medal
Jairo Moreno,M,El Salvador,ESA,2024,Paris,Judo,Men -60 kg,No medal
Paul Ceesay,M,Gambia,GAM,1984,Los Angeles,Athletics,"Athletics Men's 1,500 metres",No medal
Peter Ceesay,M,Gambia,GAM,1984,Los Angeles,Athletics,Athletics Men's 800 metres,No medal
Victoria Decka,F,Gambia,GAM,1984,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Georgiana Freeman,F,Gambia,GAM,1984,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Sheikh Fye,M,Gambia,GAM,1984,Los Angeles,Athletics,Athletics Men's 100 metres,No medal
Sheikh Fye,M,Gambia,GAM,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal
Sheikh Fye,M,Gambia,GAM,1984,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Abdurahman Jallow,M,Gambia,GAM,1984,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
